hotel,hotel_type,arrival_date,lead_time,market_segment,distribution_channel,customer_type,deposit_type,country,agent,adr,estimated_revenue,is_canceled,cancel_risk_score,predicted_cancel
City Hotel - Goa,City Hotel,2024-12-05,143,Groups,TA/TO,Transient,Non Refund,PRT,151.0,100.0,300.0,1,0.9998788757874494,1
City Hotel - Bhopal,City Hotel,2024-11-20,143,Groups,TA/TO,Transient,Non Refund,PRT,151.0,100.0,300.0,1,0.999814024503559,1
City Hotel - Lucknow,City Hotel,2024-11-09,129,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,108.0,324.0,1,0.6295870869597164,1
City Hotel - Delhi,City Hotel,2024-12-27,143,Groups,TA/TO,Transient,Non Refund,PRT,151.0,100.0,300.0,1,0.999839897457846,1
City Hotel - Ahmedabad,City Hotel,2024-12-22,143,Groups,TA/TO,Transient,Non Refund,PRT,151.0,100.0,300.0,1,0.9998222059689381,1
City Hotel - Bangalore,City Hotel,2024-12-03,52,Online TA,TA/TO,Transient,No Deposit,HUN,9.0,152.1,608.4,1,0.8675040956423345,1
City Hotel - Ahmedabad,City Hotel,2024-12-23,17,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,152.5,610.0,1,0.8017951901505498,1
City Hotel - Goa,City Hotel,2024-12-19,28,Online TA,TA/TO,Transient,No Deposit,AGO,9.0,152.33,913.98,1,0.9281085101318037,1
City Hotel - Mumbai,City Hotel,2024-12-17,192,Groups,TA/TO,Transient,Non Refund,PRT,30.0,120.0,240.0,1,0.9998960033446279,1
City Hotel - Chandigarh,City Hotel,2024-12-08,108,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,144.0,288.0,1,0.9378081066748715,1
City Hotel - Goa,City Hotel,2024-12-02,161,Groups,TA/TO,Transient,Non Refund,PRT,30.0,120.0,240.0,1,0.9998873647662299,1
City Hotel - Jaipur,City Hotel,2024-12-23,161,Groups,TA/TO,Transient,Non Refund,PRT,30.0,120.0,240.0,1,0.9998709495475241,1
City Hotel - Lucknow,City Hotel,2024-12-29,83,Online TA,TA/TO,Transient,No Deposit,IRL,9.0,135.0,270.0,1,0.855582853443636,1
City Hotel - Ahmedabad,City Hotel,2024-12-21,77,Online TA,TA/TO,Transient,No Deposit,IRL,9.0,162.0,324.0,1,0.7733075214035106,1
City Hotel - Kolkata,City Hotel,2024-12-02,161,Groups,TA/TO,Transient,Non Refund,PRT,30.0,120.0,240.0,1,0.999870996003567,1
City Hotel - Chandigarh,City Hotel,2024-12-09,15,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,150.0,300.0,1,0.34371066250414484,0
City Hotel - Ahmedabad,City Hotel,2024-12-27,58,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,126.0,378.0,1,0.8295776870923499,1
City Hotel - Chennai,City Hotel,2024-12-11,85,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,162.0,486.0,1,0.853875887043271,1
City Hotel - Goa,City Hotel,2024-12-19,99,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,171.0,513.0,1,0.8992188400517787,1
City Hotel - Ahmedabad,City Hotel,2024-12-07,189,Groups,TA/TO,Transient-Party,No Deposit,PRT,3.0,100.0,300.0,1,0.6992974266303951,1
City Hotel - Kolkata,City Hotel,2024-12-26,165,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,28.0,89.1,267.3,1,0.5327247386160413,1
City Hotel - Bhopal,City Hotel,2024-12-19,23,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,149.0,447.0,1,0.3368936489986797,0
City Hotel - Lucknow,City Hotel,2024-12-17,81,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,162.0,486.0,1,0.8128403148954526,1
City Hotel - Pune,City Hotel,2024-11-24,117,Online TA,TA/TO,Transient,No Deposit,IRL,9.0,108.0,324.0,1,0.4568460097248405,0
City Hotel - Pune,City Hotel,2024-12-09,206,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,99.0,396.0,1,0.4907595224585029,0
City Hotel - Goa,City Hotel,2024-12-17,172,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,130.5,522.0,1,0.36886397937499465,0
City Hotel - Jaipur,City Hotel,2024-12-16,9,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,150.0,600.0,1,0.3070411224623008,0
City Hotel - Bhopal,City Hotel,2024-12-01,99,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,135.0,270.0,1,0.8303731481422237,1
City Hotel - Bangalore,City Hotel,2024-12-25,31,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,169.0,338.0,1,0.5711151608131824,1
City Hotel - Kolkata,City Hotel,2024-12-05,236,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,159.6,319.2,1,0.638661868513163,1
City Hotel - Indore,City Hotel,2024-11-12,407,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,229.0,90.0,270.0,1,0.9999323961548107,1
City Hotel - Chandigarh,City Hotel,2024-11-02,93,Online TA,TA/TO,Transient,No Deposit,BEL,9.0,135.0,405.0,1,0.8555501430745034,1
City Hotel - Indore,City Hotel,2024-12-11,162,Groups,TA/TO,Transient,Non Refund,PRT,3.0,80.0,240.0,1,0.9998571992423846,1
City Hotel - Mumbai,City Hotel,2024-11-24,162,Groups,TA/TO,Transient,Non Refund,PRT,3.0,80.0,240.0,1,0.9998809142817905,1
City Hotel - Goa,City Hotel,2024-12-09,407,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,229.0,90.0,270.0,1,0.9999365274989097,1
City Hotel - Delhi,City Hotel,2024-12-17,407,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,229.0,90.0,270.0,1,0.9999293530433198,1
City Hotel - Delhi,City Hotel,2024-11-23,162,Groups,TA/TO,Transient,Non Refund,PRT,3.0,80.0,240.0,1,0.9998661032667526,1
City Hotel - Pune,City Hotel,2024-12-29,162,Groups,TA/TO,Transient,Non Refund,PRT,3.0,80.0,240.0,1,0.9998704946599489,1
City Hotel - Chennai,City Hotel,2024-11-04,162,Groups,TA/TO,Transient,Non Refund,PRT,3.0,80.0,240.0,1,0.9998303030681975,1
City Hotel - Jaipur,City Hotel,2024-12-13,109,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,138.0,121.0,484.0,1,0.7385230067326589,1
City Hotel - Chennai,City Hotel,2024-11-17,109,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,138.0,121.0,484.0,1,0.7539093319230991,1
City Hotel - Pune,City Hotel,2024-12-20,109,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,138.0,121.0,484.0,1,0.6335348574087178,1
City Hotel - Jaipur,City Hotel,2024-12-18,140,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,108.0,108.0,1,0.36790486206522155,0
City Hotel - Chennai,City Hotel,2024-11-01,115,Online TA,TA/TO,Transient,No Deposit,KOR,9.0,126.0,252.0,1,0.8688801267813077,1
City Hotel - Indore,City Hotel,2024-12-02,88,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,27.0,84.6,338.4,1,0.8125397833668939,1
City Hotel - Delhi,City Hotel,2024-12-11,94,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,135.0,675.0,1,0.8786665402375559,1
City Hotel - Lucknow,City Hotel,2024-12-10,94,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,135.0,675.0,1,0.8756985801955303,1
City Hotel - Lucknow,City Hotel,2024-11-16,100,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,138.0,828.0,1,0.556379316299156,1
City Hotel - Jaipur,City Hotel,2024-11-05,88,Groups,TA/TO,Transient,Non Refund,PRT,170.0,120.0,240.0,1,0.999917065473877,1
City Hotel - Lucknow,City Hotel,2024-11-28,88,Groups,TA/TO,Transient,Non Refund,PRT,170.0,120.0,240.0,1,0.9998977573557535,1
City Hotel - Jaipur,City Hotel,2024-12-17,98,Groups,TA/TO,Transient,Non Refund,PRT,170.0,120.0,240.0,1,0.9999171536437975,1
City Hotel - Lucknow,City Hotel,2024-12-11,27,Online TA,TA/TO,Transient,No Deposit,NOR,9.0,179.0,537.0,1,0.36426755317104714,0
City Hotel - Chandigarh,City Hotel,2024-12-25,5,Groups,TA/TO,Transient-Party,No Deposit,PRT,39.0,130.0,390.0,1,0.7397880595681982,1
City Hotel - Ahmedabad,City Hotel,2024-12-04,124,Online TA,TA/TO,Transient,No Deposit,NLD,9.0,126.0,504.0,1,0.7774167953190675,1
City Hotel - Delhi,City Hotel,2024-12-24,47,Online TA,TA/TO,Transient,Refundable,BRA,9.0,172.26,861.3,1,0.7481491905736795,1
City Hotel - Chennai,City Hotel,2024-12-27,130,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,144.64,1012.48,1,0.49129915754811176,0
City Hotel - Chandigarh,City Hotel,2024-11-08,18,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,150.0,150.0,1,0.5518973773136309,1
City Hotel - Mumbai,City Hotel,2024-11-29,5,Groups,Corporate,Transient,Non Refund,PRT,47.0,90.0,90.0,1,0.9997420909655917,1
City Hotel - Chandigarh,City Hotel,2024-12-17,410,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,229.0,90.0,90.0,1,0.9999392232283358,1
City Hotel - Chennai,City Hotel,2024-11-19,5,Groups,Corporate,Transient,Non Refund,PRT,47.0,90.0,90.0,1,0.9997076427456207,1
City Hotel - Indore,City Hotel,2024-12-21,5,Groups,Corporate,Transient,Non Refund,PRT,47.0,90.0,90.0,1,0.9997996445986855,1
City Hotel - Delhi,City Hotel,2024-11-01,121,Online TA,TA/TO,Transient,No Deposit,CHE,9.0,108.0,324.0,1,0.7918452144387362,1
City Hotel - Delhi,City Hotel,2024-12-17,110,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,28.0,85.0,255.0,1,0.15011261815511412,0
City Hotel - Ahmedabad,City Hotel,2024-11-08,196,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,118.5,355.5,1,0.6931703015379661,1
City Hotel - Mumbai,City Hotel,2024-12-04,48,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,175.05,700.2,1,0.8444190552605098,1
City Hotel - Hyderabad,City Hotel,2024-11-08,29,Direct,Direct,Transient,No Deposit,BEL,14.0,174.0,174.0,1,0.23868410644835542,0
City Hotel - Kochi,City Hotel,2024-11-25,1,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,150.0,150.0,1,0.41825293720164475,0
City Hotel - Kolkata,City Hotel,2024-11-28,57,Online TA,TA/TO,Transient,No Deposit,USA,9.0,152.1,152.1,1,0.4600993868443864,0
City Hotel - Kolkata,City Hotel,2024-11-15,6,Groups,Corporate,Transient,Non Refund,PRT,47.0,90.0,90.0,1,0.9997671257234415,1
City Hotel - Kolkata,City Hotel,2024-12-14,316,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,109.8,219.6,1,0.8714583832433466,1
City Hotel - Kolkata,City Hotel,2024-11-20,20,Corporate,Corporate,Transient-Party,No Deposit,PRT,0.0,110.0,220.0,1,0.5026174932390525,1
City Hotel - Ahmedabad,City Hotel,2024-12-27,316,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,109.8,219.6,1,0.854217623349477,1
City Hotel - Mumbai,City Hotel,2024-12-23,316,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,109.8,219.6,1,0.8584779627912607,1
City Hotel - Bhopal,City Hotel,2024-11-22,108,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,132.0,396.0,1,0.8321505201264356,1
City Hotel - Lucknow,City Hotel,2024-12-24,307,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,276.0,89.1,89.1,1,0.7792003087428082,1
City Hotel - Jaipur,City Hotel,2024-12-18,30,Groups,TA/TO,Transient-Party,No Deposit,PRT,39.0,130.0,130.0,1,0.9227670424409133,1
City Hotel - Ahmedabad,City Hotel,2024-12-01,321,Online TA,TA/TO,Transient,No Deposit,CN,9.0,109.8,329.40002,1,0.5118980858485639,1
City Hotel - Hyderabad,City Hotel,2024-12-03,321,Online TA,TA/TO,Transient,No Deposit,CN,9.0,109.8,329.40002,1,0.509254410309584,1
City Hotel - Jaipur,City Hotel,2024-12-06,120,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,28.0,89.1,267.3,1,0.6958790287218177,1
City Hotel - Jaipur,City Hotel,2024-11-23,96,Online TA,TA/TO,Transient,No Deposit,IRL,9.0,147.0,441.0,1,0.841181190248271,1
City Hotel - Chandigarh,City Hotel,2024-12-22,20,Online TA,TA/TO,Transient,No Deposit,CHN,9.0,153.0,459.0,1,0.9154226888257176,1
City Hotel - Mumbai,City Hotel,2024-11-21,183,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,58.0,130.0,520.0,1,0.9998652202244923,1
City Hotel - Bangalore,City Hotel,2024-11-23,23,Online TA,TA/TO,Transient,No Deposit,ARG,9.0,175.0,700.0,1,0.5342472809491169,1
City Hotel - Chandigarh,City Hotel,2024-12-03,183,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,58.0,130.0,520.0,1,0.9998073703390654,1
City Hotel - Chandigarh,City Hotel,2024-12-04,130,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,135.0,540.0,1,0.7790744829927383,1
City Hotel - Kochi,City Hotel,2024-11-29,221,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,138.6,554.4,1,0.4294195896765598,0
City Hotel - Ahmedabad,City Hotel,2024-12-16,110,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,147.0,882.0,1,0.87579548909356,1
City Hotel - Indore,City Hotel,2024-12-02,276,Online TA,TA/TO,Transient,No Deposit,CHE,9.0,135.9,271.8,1,0.50692897485381,1
City Hotel - Chennai,City Hotel,2024-12-29,128,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,126.0,252.0,1,0.6168299460766472,1
City Hotel - Indore,City Hotel,2024-12-20,276,Online TA,TA/TO,Transient,No Deposit,CHE,9.0,135.9,271.8,1,0.5257924113419233,1
City Hotel - Goa,City Hotel,2024-12-15,254,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,139.5,279.0,1,0.9368403725436399,1
City Hotel - Indore,City Hotel,2024-11-14,156,Direct,Direct,Transient,No Deposit,USA,14.0,116.67,350.01,1,0.2766253898547131,0
City Hotel - Bhopal,City Hotel,2024-12-15,88,Online TA,TA/TO,Transient,No Deposit,USA,9.0,183.0,549.0,1,0.8311419898973544,1
City Hotel - Chandigarh,City Hotel,2024-12-21,241,Online TA,TA/TO,Transient,No Deposit,LUX,9.0,132.33,396.99,1,0.8516497474981348,1
City Hotel - Delhi,City Hotel,2024-12-14,159,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,160.5,963.0,1,0.4993514731362173,0
City Hotel - Bangalore,City Hotel,2024-11-03,334,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,142.2,853.19995,1,0.9060805286736958,1
City Hotel - Ahmedabad,City Hotel,2024-11-10,309,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,276.0,89.1,89.1,1,0.4852974240297687,0
City Hotel - Goa,City Hotel,2024-11-06,94,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,144.0,288.0,1,0.8543383544330357,1
City Hotel - Lucknow,City Hotel,2024-11-19,151,Groups,Direct,Transient,Non Refund,PRT,0.0,95.0,380.0,1,0.999748256650545,1
City Hotel - Lucknow,City Hotel,2024-11-20,151,Groups,Direct,Transient,Non Refund,PRT,0.0,95.0,380.0,1,0.9997524172207886,1
City Hotel - Kochi,City Hotel,2024-11-27,151,Groups,Direct,Transient,Non Refund,PRT,0.0,95.0,380.0,1,0.9997516854256283,1
City Hotel - Chandigarh,City Hotel,2024-11-17,151,Groups,Direct,Transient,Non Refund,PRT,0.0,95.0,380.0,1,0.9997607483074141,1
City Hotel - Lucknow,City Hotel,2024-11-25,151,Groups,Direct,Transient,Non Refund,PRT,0.0,95.0,380.0,1,0.9997188876421367,1
City Hotel - Jaipur,City Hotel,2024-11-04,151,Groups,Direct,Transient,Non Refund,PRT,0.0,95.0,380.0,1,0.999806805962636,1
City Hotel - Kolkata,City Hotel,2024-12-20,309,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,276.0,89.1,445.5,1,0.9399266731814333,1
City Hotel - Delhi,City Hotel,2024-12-22,20,Corporate,Corporate,Transient,No Deposit,PRT,0.0,110.0,110.0,1,0.6864763893705593,1
City Hotel - Goa,City Hotel,2024-12-28,224,Online TA,TA/TO,Transient,No Deposit,USA,9.0,107.1,107.1,1,0.7362634821139031,1
City Hotel - Chandigarh,City Hotel,2024-11-10,182,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,107.33,429.32,1,0.6745813377558044,1
City Hotel - Delhi,City Hotel,2024-12-19,24,Online TA,TA/TO,Transient,No Deposit,CHN,9.0,135.0,270.0,1,0.8852307849503859,1
City Hotel - Hyderabad,City Hotel,2024-11-20,24,Online TA,TA/TO,Transient,No Deposit,CHN,9.0,135.0,270.0,1,0.9173411529799689,1
City Hotel - Goa,City Hotel,2024-11-08,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998097354880493,1
City Hotel - Ahmedabad,City Hotel,2024-11-04,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998704595209946,1
City Hotel - Pune,City Hotel,2024-11-24,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,170.0,510.0,1,0.9997286450533422,1
City Hotel - Pune,City Hotel,2024-11-04,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998387800969715,1
City Hotel - Kochi,City Hotel,2024-12-16,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.999857574930178,1
City Hotel - Hyderabad,City Hotel,2024-11-07,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998286060969672,1
City Hotel - Kochi,City Hotel,2024-11-06,164,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998376103394047,1
City Hotel - Mumbai,City Hotel,2024-11-03,164,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998101803320154,1
City Hotel - Kochi,City Hotel,2024-12-14,164,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998346880397876,1
City Hotel - Chennai,City Hotel,2024-12-05,47,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,125.0,375.0,1,0.8885471882239518,1
City Hotel - Hyderabad,City Hotel,2024-12-09,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.999849159397931,1
City Hotel - Indore,City Hotel,2024-12-14,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.999813470318432,1
City Hotel - Mumbai,City Hotel,2024-12-22,164,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998160341821005,1
City Hotel - Mumbai,City Hotel,2024-11-09,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998494115928652,1
City Hotel - Chandigarh,City Hotel,2024-12-24,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998119092530839,1
City Hotel - Hyderabad,City Hotel,2024-11-21,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9997980384893668,1
City Hotel - Chennai,City Hotel,2024-12-22,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998428350839418,1
City Hotel - Mumbai,City Hotel,2024-12-24,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998592945396866,1
City Hotel - Bangalore,City Hotel,2024-11-03,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,170.0,510.0,1,0.9998227709214351,1
City Hotel - Ahmedabad,City Hotel,2024-11-07,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,170.0,510.0,1,0.9997811046012974,1
City Hotel - Hyderabad,City Hotel,2024-11-13,164,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998119399906725,1
City Hotel - Kochi,City Hotel,2024-11-28,104,Groups,TA/TO,Transient,Non Refund,PRT,0.0,160.0,480.0,1,0.9998192308118836,1
City Hotel - Bangalore,City Hotel,2024-11-25,172,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,125.1,500.4,1,0.7823548798422235,1
City Hotel - Mumbai,City Hotel,2024-12-28,344,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,109.8,439.2,1,0.5700178011259857,1
City Hotel - Kochi,City Hotel,2024-11-23,188,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,130.8,784.80005,1,0.6659831118448768,1
City Hotel - Indore,City Hotel,2024-11-27,394,Offline TA/TO,TA/TO,Transient-Party,Non Refund,PRT,229.0,90.0,90.0,1,0.9994892302019558,1
City Hotel - Mumbai,City Hotel,2024-11-11,71,Direct,Direct,Transient,No Deposit,FRA,14.0,126.0,378.0,1,0.18991702515102765,0
City Hotel - Mumbai,City Hotel,2024-12-06,75,Online TA,TA/TO,Transient,No Deposit,IRL,9.0,126.0,378.0,1,0.5040128869070793,1
City Hotel - Pune,City Hotel,2024-11-22,99,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,137.25,549.0,1,0.8152463388766615,1
City Hotel - Mumbai,City Hotel,2024-12-03,86,Online TA,TA/TO,Transient,No Deposit,AUS,9.0,120.6,603.0,1,0.8415386791473419,1
City Hotel - Lucknow,City Hotel,2024-12-06,12,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,175.71,1229.9701,1,0.4090769466871648,0
City Hotel - Goa,City Hotel,2024-11-11,27,Corporate,Corporate,Transient,No Deposit,ESP,0.0,110.0,110.0,1,0.0389941760123613,0
City Hotel - Chennai,City Hotel,2024-11-12,192,Online TA,TA/TO,Transient,No Deposit,MLT,9.0,117.9,117.9,1,0.631817072452854,1
City Hotel - Chennai,City Hotel,2024-11-27,79,Online TA,TA/TO,Transient,No Deposit,IND,9.0,112.5,225.0,1,0.8203125868392598,1
City Hotel - Hyderabad,City Hotel,2024-12-19,266,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,108.95,326.84998,1,0.6297316484523289,1
City Hotel - Kolkata,City Hotel,2024-11-07,79,Direct,Direct,Transient,No Deposit,USA,14.0,135.0,810.0,1,0.38144897962223134,0
City Hotel - Bhopal,City Hotel,2024-11-06,115,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,162.0,486.0,1,0.8496107876259131,1
City Hotel - Chennai,City Hotel,2024-12-26,115,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,135.0,405.0,1,0.8397321882915335,1
City Hotel - Hyderabad,City Hotel,2024-11-15,115,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,170.0,190.0,570.0,1,0.9997201228828743,1
City Hotel - Bhopal,City Hotel,2024-11-11,115,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,170.0,190.0,570.0,1,0.9997874940900672,1
City Hotel - Kolkata,City Hotel,2024-11-04,115,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,135.0,405.0,1,0.8333872662803536,1
City Hotel - Bangalore,City Hotel,2024-12-15,84,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,140.14,980.98,1,0.35428227418622776,0
City Hotel - Bangalore,City Hotel,2024-11-02,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9999091056021029,1
City Hotel - Bangalore,City Hotel,2024-12-13,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998916916699004,1
City Hotel - Lucknow,City Hotel,2024-12-03,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998913685305448,1
City Hotel - Jaipur,City Hotel,2024-12-04,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998999306151025,1
City Hotel - Indore,City Hotel,2024-11-01,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998921422392159,1
City Hotel - Ahmedabad,City Hotel,2024-12-24,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998701729141145,1
City Hotel - Hyderabad,City Hotel,2024-12-21,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9999030850240953,1
City Hotel - Bangalore,City Hotel,2024-11-02,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9999059086287393,1
City Hotel - Kochi,City Hotel,2024-11-20,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998882607689176,1
City Hotel - Kolkata,City Hotel,2024-11-13,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998459560277111,1
City Hotel - Ahmedabad,City Hotel,2024-11-15,175,Groups,TA/TO,Transient,Non Refund,PRT,44.0,90.0,90.0,1,0.9998532827144765,1
City Hotel - Delhi,City Hotel,2024-12-19,123,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,126.0,252.0,1,0.8245994076715517,1
City Hotel - Kochi,City Hotel,2024-11-24,105,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,0.0,160.0,320.0,1,0.9994964386066763,1
City Hotel - Chennai,City Hotel,2024-11-11,178,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,135.0,270.0,1,0.9125487349387724,1
City Hotel - Indore,City Hotel,2024-12-08,69,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,27.0,99.0,198.0,1,0.7493382831883093,1
City Hotel - Kolkata,City Hotel,2024-12-30,105,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,0.0,160.0,320.0,1,0.9996160507004481,1
City Hotel - Hyderabad,City Hotel,2024-11-07,24,Online TA,TA/TO,Transient,No Deposit,USA,7.0,128.0,256.0,1,0.008662579167634257,0
City Hotel - Hyderabad,City Hotel,2024-11-27,120,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,0.0,160.0,320.0,1,0.9994784593878749,1
City Hotel - Pune,City Hotel,2024-11-01,105,Offline TA/TO,TA/TO,Transient,Non Refund,PRT,0.0,160.0,320.0,1,0.9994928380616527,1
City Hotel - Kochi,City Hotel,2024-11-23,101,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,144.0,432.0,1,0.9096041010637259,1
City Hotel - Ahmedabad,City Hotel,2024-11-23,173,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,139.5,418.5,1,0.4580967665939964,0
City Hotel - Goa,City Hotel,2024-12-30,191,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,138.6,415.80002,1,0.8900951780762789,1
City Hotel - Ahmedabad,City Hotel,2024-12-18,134,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,198.0,594.0,1,0.8409956105393595,1
City Hotel - Goa,City Hotel,2024-12-26,32,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,190.0,760.0,1,0.566691249923041,1
City Hotel - Jaipur,City Hotel,2024-11-24,90,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,138.6,693.0,1,0.8332177972587381,1
City Hotel - Jaipur,City Hotel,2024-12-11,121,Online TA,TA/TO,Transient,No Deposit,ZAF,9.0,108.0,108.0,1,0.5932247005287627,1
City Hotel - Pune,City Hotel,2024-12-29,75,Groups,TA/TO,Transient-Party,No Deposit,PRT,229.0,90.0,270.0,1,0.8949942405476813,1
City Hotel - Hyderabad,City Hotel,2024-12-22,75,Groups,TA/TO,Transient-Party,No Deposit,PRT,229.0,90.0,270.0,1,0.9084361170222168,1
City Hotel - Kochi,City Hotel,2024-11-22,420,Groups,TA/TO,Transient,Non Refund,PRT,229.0,90.0,270.0,1,0.9999431067011656,1
